case_id,alg_01,alg_02,alg_03,alg_04,alg_05
case_1588,0.8031,0.8091,0.8296,0.7962,0.8292
case_1589,0.8204,0.8203,0.8073,0.8126,0.7979
case_1590,0.8276,0.8164,0.8469,0.8299,0.8149
case_1591,0.8002,0.7892,0.8058,0.8066,0.8076
case_1592,0.7809,0.7915,0.8105,0.8022,0.7875
case_1593,0.7697,0.7541,0.7853,0.7369,0.7675
case_1594,0.7679,0.7296,0.7677,0.7515,0.7331
case_1595,0.8625,0.8562,0.9115,0.8921,0.8892
case_1596,0.8126,0.8497,0.8479,0.8034,0.8202
case_1597,0.8432,0.8448,0.8722,0.83,0.7955
case_1598,0.6968,0.7079,0.7153,0.7203,0.7128
case_1599,0.8302,0.8231,0.8401,0.8174,0.8299
case_1600,0.8743,0.8506,0.9072,0.8663,0.87
case_1601,0.6946,0.7048,0.7676,0.7075,0.7502
case_1602,0.8324,0.8251,0.8733,0.7803,0.8234
case_1603,0.8329,0.8263,0.8574,0.8029,0.8313
case_1604,0.7488,0.7542,0.7804,0.7719,0.7494
case_1605,0.7398,0.7351,0.77,0.7259,0.73
case_1606,0.8149,0.8107,0.8257,0.8246,0.7813
case_1607,0.8622,0.8896,0.8611,0.8462,0.8736
case_1608,0.7626,0.8166,0.7996,0.8045,0.7961
case_1609,0.7916,0.8061,0.8036,0.7733,0.817
case_1610,0.7516,0.7608,0.7694,0.7262,0.742
case_1611,0.7426,0.745,0.7719,0.7714,0.7545
case_1612,0.7412,0.7554,0.7646,0.7331,0.7527
case_1613,0.8235,0.8628,0.8843,0.8591,0.8614
case_1614,0.867,0.8541,0.8982,0.8579,0.8438
case_1615,0.8959,0.9054,0.9171,0.9152,0.8935
case_1616,0.7611,0.7588,0.8137,0.7358,0.7697
case_1617,0.8007,0.7774,0.8203,0.7674,0.7956
case_1618,0.781,0.7833,0.7952,0.7963,0.8022
case_1619,0.7317,0.7381,0.7479,0.7433,0.7527
case_1620,0.7829,0.7725,0.8436,0.8068,0.8156
case_1621,0.7949,0.7723,0.7708,0.7752,0.8045
case_1622,0.7125,0.7494,0.7208,0.7208,0.7233
case_1623,0.8003,0.8061,0.8175,0.815,0.7815
case_1624,0.8606,0.8523,0.8446,0.8567,0.8692
case_1625,0.812,0.8629,0.8638,0.8572,0.8418
case_1626,0.8258,0.8078,0.789,0.7998,0.8356
case_1627,0.8442,0.8647,0.8472,0.8281,0.8254
case_1628,0.8637,0.8378,0.9159,0.8731,0.8515
case_1629,0.8001,0.8225,0.7844,0.7731,0.7998
case_1630,0.8971,0.869,0.879,0.8588,0.8779
case_1631,0.8007,0.7849,0.7853,0.7728,0.7996
case_1632,0.8823,0.8808,0.9349,0.8981,0.9104
case_1633,0.899,0.9535,0.9666,0.9645,0.957
case_1634,0.7733,0.732,0.7664,0.7379,0.7518
case_1635,0.7584,0.7535,0.787,0.7603,0.7745
case_1636,0.7212,0.718,0.724,0.7439,0.7452
case_1637,0.8568,0.8672,0.9271,0.8503,0.9114
case_1638,0.7056,0.7386,0.763,0.7451,0.7527
case_1639,0.7715,0.8301,0.8335,0.8423,0.8201
case_1640,0.8599,0.8516,0.8683,0.8483,0.8664
case_1641,0.7417,0.7776,0.7715,0.7554,0.783
case_1642,0.8004,0.8548,0.8809,0.8368,0.8313
case_1643,0.7836,0.7801,0.8265,0.7563,0.7783
case_1644,0.6716,0.6974,0.7342,0.7177,0.6998
case_1645,0.8149,0.8061,0.816,0.792,0.7592
case_1646,0.7224,0.7309,0.7284,0.696,0.7412
case_1647,0.8376,0.8174,0.8338,0.8004,0.8041
case_1648,0.7461,0.7703,0.7989,0.7223,0.7427
case_1649,0.7373,0.7402,0.7892,0.728,0.773
case_1650,0.7426,0.7928,0.8055,0.7836,0.7831
case_1651,0.8026,0.8247,0.8476,0.8076,0.8297
case_1652,0.7444,0.7299,0.8011,0.7543,0.7563
case_1653,0.7998,0.7856,0.8288,0.767,0.7941
case_1654,0.8267,0.8219,0.8168,0.8075,0.835
case_1655,0.7894,0.8005,0.8139,0.7828,0.7848
case_1656,0.7967,0.7936,0.8316,0.8044,0.8136
case_1657,0.8099,0.7953,0.8185,0.8025,0.8041
case_1658,0.7311,0.7738,0.7823,0.7537,0.7677
case_1659,0.8021,0.7512,0.7712,0.7839,0.767
case_1660,0.796,0.7998,0.7952,0.787,0.7819
case_1661,0.8462,0.8593,0.8781,0.8573,0.896
case_1662,0.7477,0.7811,0.7825,0.7399,0.7748
case_1663,0.8072,0.7873,0.8092,0.8065,0.8284
case_1664,0.8802,0.8438,0.8668,0.8471,0.8273
case_1665,0.7661,0.7835,0.8475,0.7943,0.8235
case_1666,0.8,0.76,0.7915,0.7611,0.7912
case_1667,0.7729,0.7832,0.7543,0.7568,0.7815
case_1668,0.7264,0.7082,0.7335,0.7115,0.7609
case_1669,0.8272,0.8909,0.8973,0.8812,0.8859
case_1670,0.7961,0.7619,0.8361,0.7788,0.7885
case_1671,0.8164,0.8135,0.8644,0.8291,0.8065
case_1672,0.8844,0.8551,0.9189,0.839,0.8599
case_1673,0.8082,0.8267,0.8433,0.8354,0.8167
case_1674,0.7941,0.765,0.8171,0.7777,0.7834
case_1675,0.8518,0.8619,0.8849,0.86,0.8387
case_1676,0.7731,0.7797,0.8226,0.7679,0.8085
case_1677,0.6924,0.7104,0.7644,0.7316,0.7455
case_1678,0.7049,0.7091,0.7367,0.7278,0.72
case_1679,0.934,0.8852,0.9175,0.9601,0.9243
case_1680,0.8461,0.7678,0.8524,0.7894,0.7891
case_1681,0.7571,0.8043,0.7761,0.7351,0.7747
case_1682,0.8899,0.8405,0.8873,0.8324,0.8563
case_1683,0.865,0.8397,0.8592,0.8609,0.8507
case_1684,0.8419,0.7846,0.8472,0.8217,0.8166
case_1685,0.7864,0.8119,0.8041,0.7735,0.8006
case_1686,0.7919,0.7614,0.7708,0.7378,0.7635
case_1687,0.7448,0.7692,0.7948,0.745,0.7848
case_1688,0.7742,0.7584,0.7739,0.7902,0.7206
case_1689,0.7181,0.7611,0.7628,0.7531,0.7613
case_1690,0.8576,0.8936,0.8927,0.8781,0.8769
case_1691,0.8006,0.7538,0.7673,0.7361,0.794
case_1692,0.7563,0.7748,0.8194,0.7767,0.7529
case_1693,0.8061,0.8346,0.8468,0.8127,0.8182
case_1694,0.7576,0.7705,0.7579,0.7423,0.8021
case_1695,0.811,0.7978,0.7739,0.7967,0.7944
case_1696,0.8104,0.779,0.8182,0.7602,0.7662
case_1697,0.7536,0.7303,0.7751,0.7473,0.7859
case_1698,0.785,0.7803,0.8097,0.7578,0.7783
case_1699,0.734,0.7375,0.7542,0.7301,0.6847
case_1700,0.8058,0.8247,0.8539,0.8221,0.8065
case_1701,0.7471,0.7776,0.7585,0.7298,0.7371
case_1702,0.7209,0.7421,0.773,0.7356,0.7583
case_1703,0.8596,0.8319,0.8771,0.8129,0.8286
case_1704,0.8496,0.8609,0.8668,0.8526,0.8439
case_1705,0.7927,0.7942,0.8021,0.8096,0.8022
case_1706,0.8304,0.8579,0.8949,0.8292,0.8482
case_1707,0.7001,0.7286,0.724,0.746,0.6868
case_1708,0.8354,0.8194,0.8761,0.8273,0.8345
case_1709,0.8102,0.8146,0.8273,0.8393,0.8033
case_1710,0.6919,0.6916,0.7357,0.756,0.6869
case_1711,0.8765,0.8594,0.8404,0.8496,0.8496
case_1712,0.838,0.8643,0.8791,0.8759,0.8613
case_1713,0.8076,0.8617,0.8393,0.8797,0.8729
case_1714,0.7591,0.75,0.7948,0.7461,0.7892
case_1715,0.6462,0.6242,0.6767,0.6286,0.67
case_1716,0.7669,0.8508,0.8532,0.7942,0.858
case_1717,0.8316,0.8223,0.8656,0.8297,0.8429
case_1718,0.8296,0.8578,0.883,0.8406,0.8408
case_1719,0.8076,0.8044,0.8194,0.8171,0.7795
case_1720,0.8418,0.847,0.8755,0.83,0.8967
case_1721,0.8034,0.7438,0.8072,0.8084,0.7887
case_1722,0.696,0.7305,0.7041,0.693,0.6602
case_1723,0.7944,0.8238,0.8341,0.8247,0.8004
case_1724,0.808,0.8162,0.8491,0.8368,0.7989
case_1725,0.7978,0.8089,0.8512,0.801,0.809
case_1726,0.7685,0.8086,0.7753,0.7684,0.8452
case_1727,0.8819,0.9054,0.8856,0.8836,0.8752
case_1728,0.7622,0.7854,0.7808,0.7751,0.7801
case_1729,0.7659,0.7439,0.8108,0.7843,0.7652
case_1730,0.7965,0.8365,0.8605,0.7996,0.7928
case_1731,0.7838,0.7425,0.7944,0.7895,0.7564
case_1732,0.7004,0.6698,0.6832,0.729,0.7091
case_1733,0.7464,0.7451,0.7715,0.7353,0.7688
case_1734,0.775,0.7831,0.8448,0.8006,0.8153
case_1735,0.8614,0.8549,0.8552,0.8465,0.8404
case_1736,0.868,0.8922,0.9437,0.8651,0.8931
case_1737,0.8297,0.8492,0.8497,0.8417,0.8367
case_1738,0.9074,0.9293,0.916,0.8791,0.9216
case_1739,0.7611,0.7273,0.8022,0.746,0.8068
case_1740,0.7769,0.789,0.813,0.7961,0.7733
case_1741,0.8338,0.8344,0.8676,0.8628,0.8379
case_1742,0.853,0.8219,0.8614,0.8767,0.8404
case_1743,0.7574,0.7831,0.8032,0.7687,0.784
case_1744,0.9384,0.9211,0.9182,0.9148,0.9403
case_1745,0.8371,0.8287,0.8308,0.8296,0.7924
case_1746,0.8141,0.8159,0.8766,0.8182,0.8537
case_1747,0.75,0.7512,0.7217,0.7527,0.7924
case_1748,0.7912,0.8247,0.8564,0.8264,0.8411
case_1749,0.7521,0.7316,0.7275,0.7269,0.7325
case_1750,0.8503,0.8726,0.8843,0.8754,0.8496
case_1751,0.868,0.8688,0.895,0.8813,0.8769
case_1752,0.7999,0.7831,0.8303,0.7979,0.7954
case_1753,0.8399,0.8186,0.8607,0.8255,0.8217
case_1754,0.7346,0.7669,0.7386,0.7059,0.7133
case_1755,0.7342,0.7428,0.7797,0.7544,0.7272
case_1756,0.8422,0.8609,0.8438,0.8336,0.8492
case_1757,0.8259,0.807,0.8287,0.8092,0.8248
case_1758,0.8034,0.8244,0.853,0.8251,0.8231
case_1759,0.8227,0.8327,0.8732,0.8033,0.8521
case_1760,0.8297,0.9106,0.8527,0.815,0.8552
case_1761,0.8616,0.845,0.8871,0.8318,0.8634
case_1762,0.8084,0.8062,0.8321,0.8041,0.7873
case_1763,0.7406,0.7611,0.8207,0.7411,0.7725
case_1764,0.802,0.7947,0.8151,0.7983,0.8036
case_1765,0.713,0.7203,0.7803,0.7162,0.7415
case_1766,0.7307,0.7908,0.7613,0.7209,0.7494
case_1767,0.7669,0.781,0.8044,0.7256,0.7848
case_1768,0.6033,0.612,0.6033,0.6094,0.5832
case_1769,0.7553,0.7799,0.797,0.7732,0.8133
case_1770,0.7856,0.7568,0.7824,0.7844,0.786
case_1771,0.701,0.7431,0.7459,0.7206,0.7329
case_1772,0.7788,0.7734,0.7938,0.7754,0.7639
case_1773,0.6958,0.7048,0.7592,0.7229,0.6858
case_1774,0.8506,0.8701,0.8667,0.8825,0.8623
case_1775,0.7874,0.7818,0.7858,0.7849,0.7953
case_1776,0.7644,0.7781,0.7779,0.7909,0.7987
case_1777,0.8401,0.8599,0.8486,0.8534,0.8748
case_1778,0.7836,0.7723,0.802,0.7654,0.7747
case_1779,0.7983,0.8423,0.8556,0.7991,0.8046
case_1780,0.7311,0.7345,0.7963,0.7231,0.7751
case_1781,0.7536,0.7355,0.7632,0.6866,0.721
case_1782,0.7797,0.7599,0.7906,0.7822,0.8116
case_1783,0.7668,0.7889,0.7947,0.8002,0.765
case_1784,0.7671,0.7662,0.7765,0.7888,0.7867
case_1785,0.866,0.8918,0.9344,0.8841,0.8909
case_1786,0.8118,0.852,0.8655,0.8419,0.7724
case_1787,0.7866,0.8012,0.7913,0.7898,0.8029
case_1788,0.8125,0.8049,0.8405,0.7882,0.8273
case_1789,0.7596,0.787,0.804,0.7755,0.7961
case_1790,0.8457,0.8602,0.868,0.8497,0.8732
case_1791,0.8438,0.8165,0.8727,0.85,0.8735
case_1792,0.8607,0.9092,0.8942,0.8943,0.859
case_1793,0.7702,0.7772,0.8141,0.7555,0.7421
case_1794,0.8537,0.8529,0.9222,0.8774,0.8865
case_1795,0.828,0.8542,0.8865,0.8204,0.8314
case_1796,0.7545,0.732,0.7959,0.7288,0.7341
case_1797,0.8363,0.8486,0.8688,0.8796,0.8343
case_1798,0.8801,0.8938,0.8963,0.8442,0.8653
case_1799,0.7725,0.7848,0.8421,0.7851,0.7877
case_1800,0.8693,0.8703,0.9183,0.8793,0.8711
case_1801,0.8351,0.8535,0.8922,0.8487,0.8775
case_1802,0.7633,0.8028,0.7866,0.7881,0.7715
case_1803,0.758,0.7404,0.77,0.7673,0.7592
case_1804,0.8283,0.7938,0.8575,0.8208,0.8215
case_1805,0.7863,0.8096,0.8111,0.7797,0.7471
case_1806,0.6636,0.6896,0.6886,0.69,0.7043
case_1807,0.8367,0.8133,0.8114,0.7957,0.8245
case_1808,0.8536,0.823,0.8921,0.8538,0.8925
case_1809,0.7848,0.7612,0.7359,0.7407,0.7478
case_1810,0.7981,0.8281,0.8361,0.8248,0.8305
case_1811,0.8252,0.8549,0.8392,0.8345,0.8345
case_1812,0.7352,0.738,0.7879,0.7142,0.7466
case_1813,0.8748,0.851,0.8764,0.8814,0.8799
case_1814,0.9025,0.8947,0.9407,0.8978,0.8724
case_1815,0.7315,0.7266,0.7421,0.7197,0.7696
case_1816,0.8441,0.833,0.8677,0.8519,0.8332
case_1817,0.7524,0.773,0.7558,0.7514,0.778
case_1818,0.8274,0.8749,0.877,0.835,0.8378
case_1819,0.807,0.8182,0.85,0.7969,0.8364
case_1820,0.734,0.7398,0.7449,0.7769,0.739
case_1821,0.8467,0.815,0.8769,0.8372,0.82
case_1822,0.9283,0.8961,0.9733,0.9108,0.948
case_1823,0.7168,0.8,0.8147,0.7769,0.7955
case_1824,0.8528,0.8254,0.8638,0.835,0.8358
case_1825,0.8309,0.8206,0.8658,0.8652,0.8411
case_1826,0.7632,0.8148,0.8324,0.8319,0.8095
case_1827,0.6885,0.7146,0.709,0.7066,0.7144
case_1828,0.7578,0.8034,0.7755,0.7509,0.7356
case_1829,0.8024,0.7868,0.8268,0.7899,0.7929
case_1830,0.8005,0.8413,0.8523,0.825,0.8636
case_1831,0.8085,0.8171,0.8683,0.843,0.8517
case_1832,0.9519,0.9211,0.9078,0.9264,0.9109
case_1833,0.8164,0.8521,0.822,0.8364,0.8239
case_1834,0.6953,0.7093,0.7345,0.7091,0.7387
case_1835,0.8019,0.7966,0.8055,0.8101,0.8103
case_1836,0.7847,0.7892,0.8371,0.8057,0.8321
case_1837,0.7608,0.7338,0.7779,0.7734,0.7702
case_1838,0.8237,0.8133,0.8893,0.8327,0.8479
case_1839,0.8557,0.853,0.8371,0.8437,0.8175
case_1840,0.8951,0.9312,0.9348,0.9262,0.9154
case_1841,0.8204,0.8182,0.8404,0.8603,0.8501
case_1842,0.7765,0.7223,0.7438,0.7245,0.7595
case_1843,0.669,0.7036,0.7069,0.709,0.6689
case_1844,0.8286,0.8526,0.8339,0.8463,0.8342
case_1845,0.7283,0.7047,0.7698,0.7191,0.7068
case_1846,0.8438,0.8425,0.8855,0.8642,0.8638
case_1847,0.7539,0.7354,0.7636,0.7773,0.7418
case_1848,0.906,0.9331,0.9673,0.9131,0.9419
case_1849,0.8059,0.8214,0.8266,0.8157,0.8326
case_1850,0.755,0.7407,0.7898,0.7891,0.7571
case_1851,0.6982,0.7196,0.7688,0.7696,0.7269
case_1852,0.9222,0.9084,0.9289,0.9178,0.8963
case_1853,0.8378,0.8082,0.8776,0.8409,0.8171
case_1854,0.807,0.8263,0.8247,0.7936,0.8122
case_1855,0.7765,0.8293,0.8088,0.8123,0.7859
case_1856,0.8061,0.784,0.8092,0.8002,0.7991
case_1857,0.8725,0.8707,0.9423,0.8892,0.9078
case_1858,0.7038,0.6963,0.7395,0.7223,0.6944
case_1859,0.7986,0.8313,0.8827,0.8409,0.8373
case_1860,0.8387,0.8337,0.8515,0.8595,0.846
case_1861,0.6686,0.7181,0.7134,0.6858,0.7224
case_1862,0.8739,0.8763,0.8743,0.8878,0.8504
case_1863,0.8219,0.8326,0.8823,0.8249,0.8574
case_1864,0.8296,0.8297,0.8321,0.8235,0.8449
case_1865,0.699,0.6935,0.711,0.6916,0.6938
case_1866,0.7507,0.7243,0.7889,0.7543,0.7258
case_1867,0.8004,0.8482,0.8533,0.8346,0.8053
case_1868,0.8671,0.8732,0.8735,0.8539,0.8783
case_1869,0.8938,0.8655,0.8809,0.8695,0.8509
case_1870,0.7963,0.7724,0.7659,0.7788,0.7884
case_1871,0.8631,0.8713,0.8464,0.8306,0.8577
case_1872,0.7912,0.7677,0.8172,0.7768,0.8121
case_1873,0.7689,0.7806,0.8087,0.7498,0.8135
case_1874,0.7102,0.7843,0.7942,0.7188,0.7583
case_1875,0.896,0.851,0.8731,0.8597,0.8669
case_1876,0.8098,0.8472,0.8299,0.8414,0.8028
case_1877,0.8702,0.8827,0.8796,0.8926,0.8778
case_1878,0.8181,0.8376,0.8796,0.8502,0.8429
case_1879,0.8171,0.8599,0.8715,0.8237,0.8116
case_1880,0.8923,0.8713,0.9038,0.8965,0.8487
case_1881,0.748,0.7996,0.7925,0.7689,0.7569
case_1882,0.7173,0.7197,0.7201,0.7171,0.6895
case_1883,0.7731,0.7607,0.7657,0.7979,0.7717
case_1884,0.8628,0.8081,0.8486,0.7924,0.8045
case_1885,0.8491,0.8762,0.8913,0.8803,0.848
case_1886,0.8125,0.7857,0.7735,0.7547,0.7879
case_1887,0.6393,0.6911,0.7056,0.6994,0.6603
case_1888,0.727,0.7475,0.7468,0.7531,0.7586
case_1889,0.7416,0.7741,0.75,0.7767,0.7568
case_1890,0.7788,0.7974,0.8169,0.7824,0.813
case_1891,0.8211,0.8413,0.8634,0.8083,0.8217
case_1892,0.8725,0.8834,0.8439,0.8495,0.8741
case_1893,0.7907,0.7967,0.7808,0.816,0.7896
case_1894,0.7227,0.7435,0.7376,0.7445,0.7542
case_1895,0.799,0.8272,0.8087,0.7903,0.7937
case_1896,0.8395,0.8533,0.8388,0.8199,0.8342
case_1897,0.9166,0.8899,0.9594,0.8721,0.9003
case_1898,0.7352,0.7578,0.8132,0.7715,0.7752
case_1899,0.7558,0.7746,0.776,0.7611,0.7447
case_1900,0.6798,0.7294,0.7533,0.7266,0.7446
case_1901,0.805,0.8079,0.8142,0.7735,0.8232
case_1902,0.7576,0.7498,0.7514,0.729,0.7578
case_1903,0.9296,0.9063,0.912,0.8937,0.917
case_1904,0.7539,0.7496,0.7545,0.7664,0.7539
case_1905,0.7131,0.7597,0.7877,0.7197,0.7313
case_1906,0.9014,0.9257,0.9095,0.8777,0.923
case_1907,0.7805,0.7522,0.7853,0.7703,0.7743
case_1908,0.7113,0.7099,0.7528,0.7444,0.7511
case_1909,0.8131,0.8622,0.8646,0.8362,0.8157
case_1910,0.7456,0.781,0.8127,0.8393,0.7826
case_1911,0.7702,0.7764,0.8198,0.7718,0.7781
case_1912,0.7875,0.7665,0.7922,0.7585,0.7744
case_1913,0.8313,0.8469,0.8596,0.8241,0.8312
case_1914,0.7472,0.7633,0.7643,0.777,0.7533
case_1915,0.7764,0.8029,0.8205,0.81,0.8146
case_1916,0.8251,0.8233,0.8397,0.8173,0.8384
case_1917,0.7681,0.7612,0.8068,0.7444,0.7547
case_1918,0.877,0.8338,0.8497,0.8593,0.8541
case_1919,0.7773,0.7998,0.7979,0.8068,0.8056
case_1920,0.793,0.7872,0.8275,0.7988,0.7986
case_1921,0.7647,0.8109,0.8023,0.7767,0.8123
case_1922,0.8894,0.8897,0.9039,0.8343,0.8557
case_1923,0.9143,0.9218,0.9453,0.9239,0.9575
case_1924,0.7396,0.7609,0.7766,0.7677,0.7562
case_1925,0.8485,0.8642,0.8488,0.8266,0.8246
case_1926,0.8018,0.8158,0.8419,0.7883,0.8186
case_1927,0.7982,0.8226,0.8444,0.7936,0.8418
case_1928,0.8018,0.7867,0.8238,0.7824,0.7946
case_1929,0.8902,0.9486,0.9402,0.9463,0.8871
case_1930,0.835,0.8333,0.864,0.8479,0.8281
case_1931,0.8467,0.8327,0.8303,0.8175,0.7863
case_1932,0.8014,0.8063,0.8332,0.8438,0.8266
case_1933,0.8197,0.8336,0.8235,0.838,0.7895
case_1934,0.7128,0.7385,0.7659,0.7242,0.7235
case_1935,0.794,0.7967,0.8115,0.8289,0.7654
case_1936,0.8142,0.8298,0.8662,0.857,0.8195
case_1937,0.7627,0.7395,0.816,0.7726,0.8182
case_1938,0.809,0.7938,0.8116,0.8058,0.795
case_1939,0.7426,0.7026,0.7443,0.7223,0.6975
case_1940,0.8585,0.85,0.9013,0.8453,0.8609
case_1941,0.8288,0.7984,0.8698,0.7941,0.7877
case_1942,0.8246,0.8055,0.8311,0.8292,0.8144
case_1943,0.8209,0.8295,0.8347,0.8154,0.804
case_1944,0.8825,0.8664,0.8859,0.8656,0.8811
case_1945,0.7738,0.7996,0.7877,0.7951,0.8128
case_1946,0.7032,0.7187,0.7299,0.7206,0.7222
case_1947,0.8453,0.9034,0.9097,0.8691,0.8544
case_1948,0.7051,0.6722,0.7248,0.6686,0.6937
case_1949,0.8485,0.8492,0.8815,0.8655,0.8409
case_1950,0.8547,0.8547,0.869,0.9251,0.9002
case_1951,0.8893,0.8556,0.8779,0.8772,0.8724
case_1952,0.8211,0.7547,0.8101,0.7811,0.8034
case_1953,0.8023,0.8138,0.8593,0.8469,0.8353
case_1954,0.774,0.7791,0.7912,0.7779,0.7843
case_1955,0.7869,0.8002,0.819,0.8299,0.8026
case_1956,0.749,0.7523,0.7744,0.7405,0.7814
case_1957,0.768,0.7281,0.7616,0.73,0.7753
case_1958,0.8763,0.9114,0.9268,0.9133,0.8862
case_1959,0.8206,0.844,0.8378,0.8204,0.8236
case_1960,0.8542,0.8657,0.8968,0.8662,0.8972
case_1961,0.8494,0.8661,0.8509,0.8613,0.8689
case_1962,0.8603,0.8823,0.8905,0.8677,0.8933
case_1963,0.7804,0.7698,0.7441,0.7561,0.76
case_1964,0.7532,0.7401,0.7661,0.7565,0.7758
case_1965,0.8745,0.8632,0.9115,0.8871,0.8613
case_1966,0.7518,0.7744,0.7994,0.7488,0.7716
case_1967,0.6679,0.7508,0.7653,0.7254,0.7648
case_1968,0.9277,0.9666,0.9544,0.9509,0.9185
case_1969,0.835,0.8291,0.8472,0.809,0.8479
case_1970,0.8952,0.8651,0.9075,0.8844,0.903
case_1971,0.8557,0.8255,0.8268,0.8404,0.7994
case_1972,0.8053,0.7763,0.7463,0.7318,0.7688
case_1973,0.8343,0.8325,0.8806,0.8694,0.8328
case_1974,0.8418,0.8133,0.8135,0.7712,0.8086
case_1975,0.8157,0.7968,0.861,0.8181,0.7977
case_1976,0.7532,0.7351,0.7282,0.7265,0.7693
case_1977,0.855,0.8492,0.8524,0.8486,0.8467
case_1978,0.881,0.8651,0.8785,0.8489,0.8329
case_1979,0.829,0.8422,0.8544,0.8627,0.8353
case_1980,0.9087,0.8749,0.9371,0.8973,0.9093
case_1981,0.8673,0.8262,0.8582,0.865,0.8645
case_1982,0.849,0.8478,0.8847,0.8617,0.8799
case_1983,0.7922,0.8203,0.8139,0.8126,0.7995
case_1984,0.7908,0.7759,0.813,0.7808,0.7801
case_1985,0.8412,0.8331,0.8677,0.884,0.8086
case_1986,0.7793,0.7754,0.7731,0.7843,0.7635
case_1987,0.7352,0.7158,0.7285,0.7165,0.7089
case_1988,0.8226,0.7851,0.8255,0.8073,0.779
case_1989,0.7755,0.7948,0.8343,0.7727,0.7861
case_1990,0.874,0.8221,0.8931,0.8455,0.8788
case_1991,0.8109,0.8399,0.8422,0.823,0.8305
case_1992,0.7367,0.7209,0.7107,0.7194,0.7227
case_1993,0.8844,0.902,0.926,0.8831,0.8871
case_1994,0.7864,0.7685,0.8207,0.7952,0.7662
case_1995,0.8531,0.8707,0.866,0.8473,0.8369
case_1996,0.8817,0.91,0.9145,0.9081,0.9429
case_1997,0.8255,0.8339,0.8639,0.8288,0.8362
case_1998,0.7414,0.7525,0.7563,0.7685,0.7215
case_1999,0.8024,0.7802,0.8251,0.8027,0.799
case_2000,0.8171,0.8786,0.8585,0.8744,0.8965
case_2001,0.7284,0.7305,0.7292,0.7148,0.7187
case_2002,0.7985,0.7903,0.8257,0.7683,0.7649
case_2003,0.906,0.8872,0.8834,0.8955,0.866
case_2004,0.7218,0.7494,0.7642,0.723,0.7301
case_2005,0.8102,0.8277,0.9016,0.8218,0.823
case_2006,0.8453,0.8932,0.9278,0.8714,0.902
case_2007,0.8439,0.8505,0.8817,0.8733,0.8511
case_2008,0.7425,0.7685,0.7585,0.7232,0.7064
case_2009,0.778,0.7442,0.7979,0.7874,0.7782
case_2010,0.8724,0.8712,0.9035,0.9199,0.9066
case_2011,0.8055,0.8398,0.8398,0.8312,0.8509
case_2012,0.8111,0.8398,0.8486,0.8386,0.8138
case_2013,0.7824,0.8212,0.8233,0.7928,0.7648
case_2014,0.8146,0.8406,0.8613,0.8748,0.8633
case_2015,0.8755,0.9004,0.9036,0.8492,0.8902
case_2016,0.7712,0.7918,0.7939,0.7568,0.7996
case_2017,0.6173,0.6709,0.6706,0.6477,0.6997
case_2018,0.7725,0.7428,0.7759,0.7392,0.7771
case_2019,0.6837,0.6531,0.6989,0.7175,0.6866
case_2020,0.7838,0.7733,0.7937,0.8128,0.7428
case_2021,0.817,0.8485,0.8374,0.8552,0.7957
case_2022,0.8188,0.8211,0.8227,0.8228,0.8075
case_2023,0.8653,0.8475,0.8531,0.8901,0.8397
case_2024,0.8402,0.8551,0.8846,0.8019,0.8452
case_2025,0.7606,0.7526,0.7816,0.7524,0.7494
case_2026,0.8043,0.7804,0.8594,0.85,0.8207
case_2027,0.8003,0.7536,0.7796,0.7828,0.7918
case_2028,0.7594,0.8012,0.7728,0.7561,0.7738
case_2029,0.7688,0.8093,0.7872,0.7985,0.7568
case_2030,0.7667,0.7845,0.7946,0.76,0.7985
case_2031,0.7446,0.6992,0.7699,0.7283,0.7288
case_2032,0.7619,0.7288,0.7377,0.725,0.731
case_2033,0.7838,0.8045,0.7935,0.7527,0.7671
case_2034,0.8673,0.8395,0.8755,0.8111,0.8546
case_2035,0.8183,0.7944,0.7768,0.8044,0.7927
case_2036,0.8997,0.8763,0.8582,0.895,0.9129
case_2037,0.7768,0.7865,0.8266,0.7849,0.7832
case_2038,0.776,0.7448,0.8064,0.755,0.7626
case_2039,0.8097,0.7951,0.8593,0.7818,0.7773
case_2040,0.7946,0.8123,0.8357,0.8354,0.8412
case_2041,0.7783,0.7233,0.7674,0.7658,0.776
case_2042,0.8,0.8279,0.8411,0.8413,0.8341
case_2043,0.774,0.7624,0.8341,0.7773,0.8104
case_2044,0.8037,0.8428,0.8587,0.8443,0.8259
case_2045,0.8843,0.8963,0.9001,0.8798,0.8824
case_2046,0.7634,0.7923,0.8159,0.7539,0.748
case_2047,0.8946,0.8765,0.8681,0.8377,0.8424
case_2048,0.9452,0.918,0.9327,0.9294,0.9463
case_2049,0.7708,0.829,0.8232,0.8181,0.7892
case_2050,0.7762,0.8041,0.8278,0.8078,0.8063
case_2051,0.7784,0.7937,0.7916,0.7832,0.7976
case_2052,0.795,0.7836,0.7939,0.7965,0.8084
case_2053,0.806,0.8056,0.8341,0.8374,0.808
case_2054,0.8028,0.8454,0.8479,0.8214,0.8315
case_2055,0.8651,0.8881,0.8888,0.8874,0.8902
case_2056,0.7602,0.7677,0.7852,0.7784,0.7937
case_2057,0.7199,0.7357,0.748,0.7418,0.7438
case_2058,0.8024,0.8038,0.8203,0.8358,0.8652
case_2059,0.7549,0.7748,0.7737,0.7557,0.7972
